dx,dy,mode
7.5,-10.6,1
-176.6,11.9,1
-353.1,88.8,1
-468.4,197.4,1
-483.8,317.8,1
-415.9,318.0,1
-327.4,289.6,1
-231.8,214.9,1
-118.2,155.2,1
-9.7,70.3,1
119.4,-63.1,1
275.7,-101.6,1
352.8,-187.8,1
335.8,-236.2,1
292.1,-257.8,1
222.5,-264.3,1
115.7,-230.7,1
7.7,-200.3,1
-94.3,-126.9,1
-143.7,-18.3,1
-157.7,202.7,1
-153.3,388.0,1
-82.0,465.4,1
-0.2,467.9,1
10.6,414.5,1
-2.1,227.6,1
